,GAIA,TWOMASS,ra,dec,plx,Vmag,Kmag,Teff,Lum
1191,4.453239765733464e+18,16091625+0921077,242.317770854922,9.352095793927061,73.8594,10.81,7.136,3434.0,0.01772432
1193,1.3144388393107968e+18,16450635+3330330,251.27646074300202,33.5092260772149,101.512,8.1,4.712,4044.0,0.1192869
1194,1.4080295095839345e+18,,254.47339275938597,47.36734392561971,55.7754,11.263,6.090000152587891,3729.0,0.03294779
1197,4.548562265603841e+18,17155010+1900000,258.958815822598,19.0000213561382,73.10600000000002,10.335,6.45,3744.0,0.04073286
1198,5.260759175761503e+18,06334690-7537301,98.4448532676023,-75.6249726250045,113.146,11.43,6.558,3350.0,0.01246483
1203,3.057712223051571e+18,07395932-0335506,114.997202254922,-3.59750723629857,70.9216,7.184989999999999,4.885,4917.0,0.2960486
1204,5.213167330349528e+18,07491271-7642065,117.302823208137,-76.7018639141569,91.8291,11.298,6.579,3397.0,0.01802093
1207,2.145277550935526e+18,18335574+5143094,278.482383012145,51.71913973095951,60.5663,8.2,4.843,4622.0,0.2288825
1209,4.510987662629224e+18,18515118+1634599,282.963265080673,16.5832819386652,65.7639,10.089,6.319,3808.0,0.05501765
1213,2.0094817488758072e+18,23131692+5710059,348.320728238272,57.1683545872878,153.08100000000005,5.56911,3.261,4884.29,0.2888785
1218,4.978671015158662e+18,,5.33174911992248,-45.7464190367498,56.8562,10.3411,6.544000148773193,3876.0,0.05890649
1220,5.698015743040715e+18,08073264-2418154,121.886035371046,-24.3043222755184,51.99,2.83,2.022,6740.22,21.32
1223,5.645479806157347e+18,08383373-2843261,129.640598927404,-28.723985040633,73.4746,11.852,7.282,3423.0,0.01588299
1228,2.8792039332971607e+18,23454949+3615181,356.456254419909,36.255049060601394,50.4494,9.89,6.5470000000000015,3953.62,0.09592921
1232,2.3225744881077873e+18,00242587-2701364,6.10805611499874,-27.0267729429385,55.7055,7.933,5.559,4882.54,0.2442374
1233,1.348028919539504e+18,17195266+4142510,259.969636005089,41.7138052048029,81.7581,11.37,6.915,3472.0,0.01852798
1235,1.6371100428131886e+18,,261.250409463119,67.30670837267459,78.1653,6.3985,4.510000228881836,5366.0,0.4127371
1237,1.3490478575809946e+18,17435595+4322441,265.983179624289,43.378611304387796,104.985,10.49,5.964,3485.0,0.02501065
1252,4.697746374082332e+18,,28.404230098800397,-66.8927079940977,58.1773,11.7095,6.9899997711181605,3522.0,0.017820239028700002
1254,4.971496564348094e+18,02135359-3202282,33.473438384698895,-32.0412423438361,78.1936,10.31,6.093,3595.0,0.03972401
1257,5.426587107149861e+18,,142.675157487445,-40.46675767230371,54.3053,4.9689,2.67000007629395,6821.0,15.9225711379
1258,5.425628298649941e+18,09394631-4104029,144.943203658659,-41.0675558947875,104.154,10.779000000000002,6.056,3409.0,0.02175561
1261,5.463554195989069e+18,10011079-3023249,150.294758315576,-30.390145947685298,62.0984,11.43,6.7,3415.0,0.03018698
1264,4.93492302803838e+18,01151112-4531540,18.7963441710262,-45.5316687753757,65.8894,4.97,3.782,6119.03,2.003603
1265,4.984184825454337e+18,01213447-4139226,20.3941423127306,-41.6564028318761,59.867,10.15,6.581,3918.0,0.05942608
1267,4.911306239828324e+18,01394755-5611471,24.9481871999613,-56.196447557274894,122.133,5.76,3.51,5107.22,0.3038823
1268,4.937200425855463e+18,01555745-5136319,28.9894002237814,-51.6088815517995,57.3774,3.69,1.73,4961.0,11.1962864239
1270,3.8282383925598607e+18,10121768-0344441,153.07361847328698,-3.7456649721011,129.789,9.26,5.015,3592.0,0.03903442
1272,5.205029672995661e+18,10242373-7401536,156.098763132218,-74.0316113014045,61.9474,3.99,3.252,6940.89,5.161593
1275,3.557461767066965e+18,10563892-1552540,164.162143095364,-15.8815317968853,56.4742,11.814,7.226,3456.0,0.0256064
1286,5.129338021224786e+18,02450616-1834211,41.27584766905579,-18.5726329528429,70.7449,4.47,3.249,6353.39,2.61725
1290,5.16964907243705e+18,03214689-0640242,50.44551304776879,-6.6733937094770095,58.04,11.314,6.983,3550.0,0.03223364
1296,5.332606522595644e+18,11454297-6450297,176.428821153455,-64.84151780203379,215.737,11.5,11.104,8741.0,0.00043324589966
1297,3.4803329161651e+18,11471583-3017113,176.815865605292,-30.286510390588397,56.3677,6.48,4.798,5563.6,0.7236739999999999
1307,5.148602083419127e+18,02093608-1421321,32.4005571366523,-14.3590672784551,50.4815,11.764,7.258999999999999,3492.0,0.03071758
1311,4.646535078125822e+18,03103100-6836032,47.629250766677714,-68.6009392896309,96.1708,11.39,11.861,19792.0,0.01
1312,5.046323965615244e+18,03122972-3805204,48.12405094195361,-38.088935324406,69.4776,11.6,7.185,3548.0,0.02143698
1313,5.059348952156075e+18,,48.01749839874821,-28.986950562999606,71.128,6.8733,2.240000009536743,5011.0,0.3585956
1322,6.143175840404555e+18,12095494-4612302,182.479090340738,-46.208391418726904,50.6116,8.46,5.763,4610.95,0.2146262
1327,3.68368776352008e+18,,190.414760770214,-1.44940212689437,78.5233,8.4175,1.8730000257492099,6875.0,9.47689722406
1329,4.846689899968624e+18,03325585-4442070,53.2327379135734,-44.7019451185404,91.1916,11.507,6.907,3444.0,0.01520083
1330,5.107106033552702e+18,03435531-1906394,55.98059557546621,-19.110898141340602,71.6588,7.1,4.837,4968.17,0.3056659
1331,3.256334497479041e+18,03572892-0109232,59.3704301850529,-1.1565235940236,65.3505,11.45,6.9270000000000005,3474.0,0.02583034
1332,3.256334497479041e+18,03572871-0109338,59.3695788349269,-1.15946432030597,65.355,8.07,5.341,4432.68,0.19758370000000006
1333,4.843073709303882e+18,03563637-4120367,59.1515848907994,-41.3435694352946,56.9195,8.85,5.8370000000000015,4309.0,0.1439044
1335,4.676145235498113e+18,04060196-6405369,61.5081764840728,-64.0936079701832,50.6993,10.345,6.627000000000002,3840.0,0.06674105
1344,6.187271616797378e+18,13022070-2647132,195.586202989851,-26.7871180275013,56.3997,8.35,5.2639999999999985,4286.0,0.2370231
1351,6.294928369390564e+18,13455074-1758047,206.46131239135,-17.9682250597219,89.2264,11.877,6.902,3325.0,0.01371977
1352,4.852870701504645e+18,,50.8969005124501,-40.0763802538488,56.4936,6.8913,4.767000198364258,5229.0,0.5202952999999999
1353,4.852870701504645e+18,,50.897622365960295,-40.0764897221677,56.4621,10.8257,4.76700019836426,5024.0,0.55
1354,4.78029472209446e+18,04091567-5322254,62.3152853777894,-53.373691580711785,66.0714,11.79,7.135,3399.0,0.02018886
1355,3.1959195289887247e+18,04151651-0739068,63.81800002674371,-7.652871393789232,198.566,4.42018,2.498,5092.0,0.4327296
1357,3.184351876391976e+18,04374188-1102198,69.42444106765389,-11.038880635535099,89.1708,10.374,6.091,3579.0,0.03242588
1358,2.9808220348889303e+18,04522441-1649219,73.10172800384142,-16.8227575703655,63.1601,11.639,6.891,3414.0,0.02594284
1364,2.0462076706319647e+18,19233402+3313190,290.891722344464,33.2219652544345,64.0623,6.376,4.493,5359.0,0.6517536999999999
1367,4.678664766394767e+18,04162902-5918078,64.1209550036832,-59.3021545824827,54.7051,4.44,1.745,4850.71,19.92253
1371,2.9795905131457843e+18,04534995-1746235,73.4582496845405,-17.7734192350554,83.7182,10.914,6.598,3556.0,0.02457791
1376,5.866128597052432e+18,14110874-6155469,212.786373483712,-61.9297402049166,50.9569,10.849,6.921,3727.0,0.04896061
1386,2.1951155611630648e+18,20451737+6150199,311.322419834463,61.838782893357,69.73,3.42154,1.393,4871.43,13.1388746171
1387,1.7919951190821908e+18,21220626+2255531,320.52617408918303,22.931427563323805,64.5938,10.58,6.595,3705.0,0.04235567
1408,6.322070093095495e+18,15192689-0743200,229.861779738241,-7.722275266254848,158.749,10.57,5.8370000000000015,3396.0,0.01302593
1411,6.009538585839374e+18,15472911-3754587,236.871252834681,-37.916311747103,65.5328,6.01,4.323,5586.72,0.8168816999999999
1414,3.2114614694447734e+18,05004896-0545117,75.20416315328421,-5.75367250077677,113.024,6.23036,3.706,4930.93,0.2902331
1417,3.2139587695875256e+18,05191260-0304256,79.8027515742349,-3.07381585299474,63.6514,7.77,5.046,4872.0,0.2131216
1418,3.2107310157674194e+18,05282613-0329576,82.10873114326291,-3.49955469496921,77.3049,7.65,4.88,4616.17,0.1959116
1421,4.5588565849551857e+18,16461372+1628407,251.55726046680303,16.4779971237425,63.4066,11.679,7.0939999999999985,3462.0,0.02377383
1422,4.572835535272065e+18,16580884+2544392,254.536874138655,25.744158645391803,96.3141,9.7,5.624,3674.0,0.04379595
1423,1.4161242859872325e+18,17175040+5226499,259.460100086806,52.447114512015,53.965,7.93,5.564,4790.18,0.2618895
1425,1.6376451270183956e+18,17362594+6820220,264.10791321324297,68.3391400468215,219.781,9.15,4.548,3340.0,0.0215644528926
1431,2.83520731910925e+18,22572795+2046077,344.366585071459,20.7688284003914,64.6488,5.45309,3.911,5758.0,1.368704
1434,1.9271846435630336e+18,,359.681200679937,46.7290936829109,58.4067,9.5557,5.830999851226809,3693.0,0.0913253929738
1436,5.835498883232035e+18,16094280-5626430,242.42831010423401,-56.4451511551447,67.4096,7.11,4.981,5060.22,0.3244701
1440,6.049221163063961e+18,16230768-2442340,245.781847648224,-24.709785103280506,60.4687,10.23,6.393,3791.0,0.05783992
1443,3.100542495921276e+18,06401397-0552226,100.058272211147,-5.873159337709758,84.7216,10.463,5.9620000000000015,3579.0,0.03795335
1445,5.47922224059647e+18,06595966-6120106,104.998564416273,-61.33618047453871,54.4655,6.81,4.987,5439.78,0.5884746999999999
1446,3.0591823388206986e+18,07131123-0511482,108.296756983227,-5.19683818966773,87.0298,11.183,6.819,3532.0,0.01928734
1448,5.715352842388434e+18,07384089-2113276,114.670668181406,-21.224577207503106,95.8401,11.729,7.063,3397.0,0.01183282
1458,5.55311065463673e+18,06090772-4953170,92.2821395408745,-49.888069291583214,52.6134,10.983,6.981,3695.0,0.04353879
1459,2.8916951370069407e+18,06174711-3401118,94.44629429575821,-34.0199066482464,72.8276,11.998,7.329,3457.0,0.01619354
1464,2.947050466531873e+18,,101.28875895852501,-16.7168657786533,376.68,8.5021,8.71599960327148,24700.0,0.056
1465,5.559035514776717e+18,,104.44375897961399,-44.2910912194302,124.381,11.6045,6.059999942779541,3431.0,0.0146958939185
1471,5.805810454276181e+18,16482446-7258342,252.10195525870202,-72.9760870212877,63.4448,11.255,7.224,3646.0,0.02671085
1477,4.285624303318368e+18,18451027+0620158,281.292789909872,6.33775877164676,53.0546,10.898,6.806,3691.0,0.04792381
1492,4.364314662596823e+18,17024958-0604063,255.706609952627,-6.068403176851491,50.5263,10.827,6.945,3764.0,0.05075372
1494,4.3645275941921664e+18,17050345-0503584,256.264144407632,-5.06651061259869,95.5499,7.7,4.726,4359.9,0.1393796
1505,5.559035514779133e+18,,104.44426678580999,-44.2911799599679,124.574,11.725,6.059999942779541,3371.0,0.0146958939185
1506,3.052753116376445e+18,07024293-0647571,105.678822701174,-6.79922622943558,52.3185,8.38,5.755,4714.47,0.2067586
1512,,07453500-3410226,116.395779,-34.172540000000005,65.79,5.36,3.75,5744.47,1.59063403221
1513,,07514629-1353526,117.942894,-13.898045000000002,59.98,5.15895,3.73,5816.81,2.05117
1514,5.593584059914157e+18,07521555-3442199,118.065261700478,-34.7054438282834,54.7755,5.01,3.841,6525.0,2.536679
1517,3.0823171930370724e+18,07543420-0124442,118.64241527566999,-1.41227972625063,57.4339,7.43,5.425,5199.65,0.309665
1525,4.109034455276325e+18,17161340-2632444,259.05567807408903,-26.546148101030607,168.06900000000005,6.33,3.466,4384.89,0.157497
1528,2.460983348274382e+18,01514865-1048120,27.952861231964803,-10.803468739352901,58.1554,11.8,7.631,3568.0,0.02101145
1531,5.059348952156076e+18,03120443-2859156,48.018872190028404,-28.9876190606057,71.6818,3.8,2.238,6181.28,4.250049
1532,5.087043652900059e+18,03465090-2314585,56.7120364789954,-23.2497214300541,56.6965,4.22,3.353,6685.0,5.068327
1542,2.2385970541558968e+18,19310792+5835094,292.783212206339,58.5859934530391,54.8715,6.597,4.463,5073.0,0.7759222
1551,5.291028284195367e+18,,119.478836788301,-60.299555536677104,61.8598,9.8568,6.059999942779541,3937.0,0.07069149999999999
1552,5.594041731633231e+18,,119.452162784075,-33.952010985570396,51.4977,8.7739,5.90899991989136,4380.0,0.08419
1560,5.59395294606605e+18,07532037-3326322,118.33489304611,-33.4422498928558,60.0161,11.503,6.916,3468.0,0.02924717
1561,5.593584059906792e+18,,118.063982162593,-34.7054911319854,54.4566,8.2091,3.8399999141693115,4765.0,0.1986012
1563,,07574847-3357082,119.452014,-33.952219,54.62,8.83,5.909,4437.0,0.08419
1564,5.210616497733074e+18,08134261-7607485,123.42744080440201,-76.13011280725159,64.0731,11.890999999999998,7.2970000000000015,3451.0,0.02006967
1571,4.1151422766966456e+18,17210038-2106463,260.25156035712,-21.1129408061142,58.6019,4.39,3.067,6756.0,4.131667
1581,2.887328533953284e+18,05474051-3619425,86.9190792373659,-36.3285652575165,68.9811,10.72,6.615,3621.0,0.034733
1583,2.0524699734689843e+18,19333940+3931372,293.414342661888,39.526839014059,57.2855,11.6,7.338999999999999,3515.0,0.02483976
1601,4.2967087892894915e+18,,298.828445187061,6.410412662807231,73.6059,11.648,,3465.0,0.02204507
1606,2.1857103387039352e+18,20050227+5426037,301.259145632267,54.4342299492341,60.3913,11.98,8.113,3705.0,0.01615658
1609,5.528866839863568e+18,08431805-3852569,130.825126636007,-38.8823805362634,89.3972,6.58,4.3580000000000005,5004.24,0.3175426
1611,5.680147991886953e+18,09162066-1837329,139.08601899063,-18.625805979491197,74.3573,10.779000000000002,6.492000000000001,3588.0,0.03260882
1615,5.27105524316363e+18,08180763-6818468,124.53175629008301,-68.31299987250439,94.1385,11.685,7.101,3429.0,0.01229324
1618,5.630532113072532e+18,09302809-3206126,142.617031678198,-32.103403673235,50.9365,8.31,5.809,4531.42,0.2306063
1621,5.951824121022279e+18,17283991-4653424,262.16643983189897,-46.895192569545095,219.801,9.38,4.855,3451.0,0.01698945
1623,4.1113663132575073e+18,17290658-2350099,262.277317495867,-23.836112172259398,54.3679,9.61,6.39,4147.0,0.0912363
1624,4.37319967862064e+18,17302380-0103459,262.598999100521,-1.06274196667383,61.19,5.31306,3.822,5641.0,1.73862
1626,5.925209583053213e+18,17301119-5138132,262.546679192191,-51.6369832617159,62.365,9.58,5.825,3851.0,0.08341779
1627,4.373199682919088e+18,,262.599166240808,-1.06302163086089,60.7132,5.9761,3.8199999332428,5100.0,1.73862
1631,3.060641356388548e+18,07284541-0317524,112.189329292615,-3.29814053210741,85.3378,11.47,6.704,3405.0,0.01863536
1636,2.246581329639104e+18,20173128+6651130,304.380534478532,66.853689324437,57.2564,5.92922,4.4510000000000005,5934.55,1.111287
1637,2.0701155889010824e+18,20450403+4429562,311.267079900858,44.4990676080927,82.9968,10.79,6.533,3573.0,0.026543
1642,2.007876324466456e+18,,336.998156453644,57.6950223796136,249.393,9.9326,4.7769999504089355,3388.0,0.0125184971337
1662,,10410932-3653436,160.2888,-36.8954,61.3,9.97,5.9929999999999986,3711.0,0.0722301106809
1663,5.44305153785853e+18,10415064-3637507,160.461017930154,-36.630760162642005,56.3844,11.43,7.221,3523.0,0.02780901
1665,5.690980582306104e+18,09510964-1219478,147.79016701890498,-12.329854517383199,76.2323,10.04,6.15,3744.0,0.04667472
1667,3.823307284773157e+18,09531178-0341240,148.299102697968,-3.69012502676654,62.9785,10.569,6.13,3533.0,0.04859939
1674,2.6618038556880287e+18,23080698+0319444,347.029016995879,3.3289928310500803,60.754,10.942,7.067,3763.0,0.03600184
1675,2.0094395551181688e+18,23243049+5751153,351.12714378312995,57.8543102141179,75.5654,10.113,5.871,3664.0,0.0516857
1677,2.349206308999274e+18,00513400-2254361,12.891750672936599,-22.9100671195289,65.1905,8.96,5.735,3989.0,0.1276347
1680,5.291028181119852e+18,07574692-6018111,119.445477273125,-60.303069879530106,61.7309,5.59,4.242,5971.07,1.290002
1701,2.1635588559150684e+18,21024076+4553053,315.66980799814,45.8847682439131,51.3456,7.688,5.372000000000001,5044.43,0.333439
1705,3.531296963739812e+18,11170748-2748485,169.281278926642,-27.8135307895149,56.609,9.77,6.195,3965.0,0.08526088
1708,5.381537023379295e+18,11463107-4030013,176.629466643527,-40.500355549987795,107.621,4.89,3.489,5672.0,0.8440095
1711,3.575733210781078e+18,12004444-1026452,180.18525483046105,-10.4461263941414,78.7565,5.55146,4.027,5506.0,0.8823622
1719,5.945941905576552e+18,17440870-5150027,266.036265142541,-51.834053067702506,64.0817,5.12,3.683,5771.56,1.898801
1725,3.478160727866058e+18,11352695-3232232,173.86228087397097,-32.5399675057241,110.291,9.81,5.622999999999998,3605.0,0.03352413
1726,3.5424900951895967e+18,11453443-2021124,176.39351016799,-20.353452603440896,51.8028,11.822,7.444,3541.0,0.02764136
1727,5.760701787150564e+18,08541798-0526040,133.574779087202,-5.434457357834001,59.3469,6.00804,4.456,5776.65,0.9711944
1729,5.743705394673618e+18,09064536-0848248,136.688957010304,-8.80683659701402,68.8876,9.5,5.7570000000000014,3864.0,0.07745063
1731,5.408648849826521e+18,09583428-4625300,149.643012775119,-46.4251122527284,64.7829,11.243,6.2570000000000014,3324.0,0.03389808
1734,2.372192389852177e+18,01032096-1348231,15.8373548956217,-13.806398427706098,63.0632,11.988,7.257999999999999,3406.0,0.02004834
1735,2.37219276781006e+18,01032122-1347585,15.8384379439279,-13.7995800461485,63.0512,11.702,7.0760000000000005,3444.0,0.02376935
1739,4.966414930843375e+18,02191003-3646413,34.7919841102628,-36.778105576975605,65.8012,11.59,7.0310000000000015,3461.0,0.02346388
1753,1.954559047126248e+18,21442997+4135509,326.124840391573,41.5974618232654,50.4206,9.65,6.289,4060.0,0.1139573
1755,2.2027030503881708e+18,,327.909664268787,59.294407739523,123.057,10.6414,5.650000095367429,3265.0,0.0212078280743
1758,3.5178412091579034e+18,12111179-1957376,182.798999539319,-19.960574793283698,78.3453,11.692,7.044,3423.0,0.01705353
1760,3.5784939083827983e+18,12285297-1039508,187.220630844737,-10.664115198052,51.3592,10.96,6.791,3540.0,0.04279382
1761,3.5784939126777303e+18,12285316-1039488,187.221480509029,-10.6635111610051,51.4652,11.92,6.857,3546.0,0.04121476
1762,6.078114541943894e+18,12375231-5200055,189.467565214513,-52.001478183775,105.512,10.65,6.02,3433.0,0.02249631
1774,3.545469496823738e+18,11212663-2027134,170.361081021333,-20.453830688575106,76.4165,8.57,5.3020000000000005,5450.0,0.0348400457338
1775,5.382868669400909e+18,11314655-4102473,172.943804937349,-41.0464367287001,93.0715,11.497,6.511,3333.0,0.01716502
1777,3.540112504374166e+18,11343803-2352146,173.658156478689,-23.870875536757804,54.7349,11.151,7.256,3733.0,0.03575906
1787,,03245975-0521489,51.248911,-5.363867,65.4823,7.86,5.124,4567.89,0.232853222672
1790,5.091025641634024e+18,,62.3287957328302,-20.4164528051422,51.1404,9.1184,7.610000133514402,5766.0,1.32318833692
1793,4.763906879239463e+18,05053067-5728217,76.3777340760382,-57.4727024831545,86.0239,4.71,3.3710000000000004,6153.02,1.466169
1794,4.623882630333283e+18,05165967-7817203,79.2488207970438,-78.28897204792369,62.8435,11.84,7.199,3422.0,0.02139439
1796,2.6830238116280074e+18,22021026+0124006,330.542813168395,1.40023056824517,94.7419,9.17,5.322,3796.0,0.06172486
1799,1.8925393070489088e+18,22143145+2751175,333.630889589998,27.855192534616,50.9308,10.314,6.726,3934.0,0.06874482
1812,3.6896022770838446e+18,12504357-0046047,192.681528361577,-0.768129748869984,93.882,8.514,4.882,3954.0,0.0957501
1815,6.062166950418032e+18,,198.563799863166,-59.1020946085011,54.7989,10.2597,3.609999895095825,3977.0,0.05764814
1818,6.189329043571427e+18,13275397-2657013,201.974854609782,-26.950411531343605,50.5997,11.817,7.542999999999998,3581.0,0.02798269
1820,3.5264201142724767e+18,12320424-1611455,188.01760900578304,-16.1959945963221,55.6753,4.3,3.372,6853.53,4.623329
1822,3.68368776352008e+18,12413962-0126580,190.41516843685199,-1.44929738536206,84.53,2.73969,1.873,7146.95,9.47689722406
1825,6.080301367488385e+18,13045745-5226349,196.23948519364498,-52.442924569528294,61.3899,9.05,5.6370000000000005,4013.0,0.13736610000000002
1826,5.369480397355536e+18,11431977-5150255,175.83258194823296,-51.84053575573979,90.7992,10.36,6.32,3662.0,0.02965129
1833,6.093381604489727e+18,13523589-5055179,208.14940887820998,-50.92172827283521,60.0139,7.37,5.19,5025.86,0.3215911
1844,,05284484-6526551,82.18687299999998,-65.448621,73.2277,6.88,4.686,5128.0,0.5
1847,2.929062902976882e+18,07072291-2127271,106.8455052084,-21.4575851766149,56.9825,11.091,6.799,3556.0,0.03756205
1850,1.8897035252099607e+18,22515348+3145153,342.97306313214295,31.754220991315798,66.417,11.6,6.874,3413.0,0.02435603
1852,2.830099469122381e+18,22555984+1748399,343.999356587669,17.811055338466197,59.0165,10.481,6.449,3703.0,0.05254722
1854,2.828928008202069e+18,22563497+1633130,344.14501969213796,16.5534315915508,145.611,8.68,4.523,3627.0,0.0447164051982
1855,2.2817781055911048e+18,23392083+7737563,354.83680836913805,77.63255404754591,70.91,3.23006,1.038,4833.61,18.26362
1856,2.2323489418925087e+18,23522534+7532403,358.10586119073304,75.5445468311722,91.6755,6.38853,4.148,4721.48,0.274049420803
1859,6.288325222245418e+18,13494500-2206392,207.43669369198798,-22.111092641556002,71.1199,8.16,5.16,4381.96,0.167817
1868,6.082806153754882e+18,13351149-4821258,203.797673139202,-48.357137118023395,50.9191,11.66,7.302,3718.0,0.03789498
1870,6.171492113110925e+18,13474283-3225509,206.92852391776,-32.4308523556874,68.6146,9.2,5.654,4106.0,0.0866925392713
1871,6.171492074455952e+18,13474215-3225480,206.925673607999,-32.4300353199838,68.4515,8.844,5.557,4108.0,0.123402
1884,5.902750168276593e+18,15214824-4819032,230.45062967535,-48.317628466286,68.0818,5.65,4.159,5739.0,1.028941
1890,5.602386058511577e+18,07541090-2518116,118.545344880308,-25.303172386224,56.1868,9.75,6.169,3969.0,0.08779376
1891,3.083867749248356e+18,07575779-0048518,119.490767834749,-0.8144096249252141,56.6461,8.05,5.511,4683.0,0.2258098
1892,5.320435203722049e+18,08095807-5258054,122.49188130536699,-52.9681728475456,61.7922,11.738,7.135,3437.0,0.02333255
1893,5.210240323024349e+18,08183157-7655108,124.631441071927,-76.91972923065191,51.9434,4.05,3.15,6736.0,6.942022
1894,,08390794-2239427,129.7831,-22.6616,50.2,6.81,3.589,5891.2,0.0542899399913
1896,5.497072086021345e+18,06393764-5536349,99.9068482588882,-55.6096758823263,75.8908,9.8,6.027,3806.0,0.05425046
1899,5.285775539195332e+18,07130711-6320418,108.27953659669201,-63.3449481082979,50.9662,9.08,5.99,4384.0,0.1446245
1901,3.060788514846284e+18,07360708-0306385,114.02949936593201,-3.11077537776264,71.0791,10.105,5.934,3737.0,0.05839858
1903,2.7467098615729705e+18,23583264+0739304,359.636015452064,7.65865531069872,58.62,11.739,7.063,3411.0,0.02431837
1906,4.919497979411495e+18,00081737-5705528,2.07242704783504,-57.098029275291005,78.1151,11.83,7.395,3381.0,0.0126227
1907,2.416611663182556e+18,00111587-1528043,2.81604541137004,-15.4679835426653,55.587,4.89,3.821,6191.75,2.996853
1908,2.316867885320846e+18,00215604-3124215,5.48351984403319,-31.406058961554603,55.39,11.136,6.785,3562.0,0.03969381
1909,4.900108950847895e+18,00200446-6452282,5.017821333739491,-64.8748082495563,117.168,4.23,2.769,5960.81,1.261912
1920,5.849837854817581e+18,14423039-6458305,220.62675058734902,-64.97513782457679,60.35,3.18,2.425,7950.0,11.7
1922,6.232511606838404e+18,14572788-2124526,224.36667038925097,-21.4154797016278,170.011,5.72,3.048,4680.94,0.2225217
1923,5.908372482296952e+18,15011648-4339311,225.31875429376203,-43.6586420963986,70.6956,10.803,6.074,3419.0,0.03778696
1952,,08442310-4428213,131.0963,-44.4725,54.68,10.699000000000002,6.311,3545.0,0.09
1953,5.329580357345457e+18,08471933-4652439,131.83055073243798,-46.8789490422118,60.6806,11.419,6.9620000000000015,3404.0,0.0259145
1955,3.828751074215824e+18,,153.019466569354,-2.68476964965141,86.6489,10.6286,6.192999839782718,3510.0,0.0312241606582
1960,3.767878708888403e+18,10251088-1013434,156.295154479525,-10.228691530551599,78.0003,10.197,6.032,3646.0,0.04385193
1971,5.138510181584616e+18,,31.2703532602119,-17.6146606785764,105.947,10.1928,5.6620001792907715,3588.0,0.03195881
1985,5.98910247861952e+18,15411138-4439401,235.29741219599998,-44.6612093497637,57.4968,4.64,3.802,6645.0,3.329396
1992,6.335064087152916e+18,15220411-0446388,230.517083855823,-4.7774525503749805,52.1506,9.46,6.183,4113.0,0.1173199
1999,3.5927697311347246e+18,11304179-0805425,172.674272766395,-8.09527403808832,74.3878,11.98,7.152,3365.0,0.01597834
2015,5.914096303621756e+18,17101032-6043434,257.543128994875,-60.7287717525264,72.7317,7.38,5.091,4906.09,0.2289493
2020,4.367026303085397e+18,17225127-0223173,260.713698789776,-2.3881777280504,50.8591,6.29475,4.686,5712.0,1.038009
2026,6.164998500516764e+18,13410416-3427507,205.26737885326,-34.4641581432747,63.7208,6.92,4.9289999999999985,5220.22,0.4131284000000001
2029,5.130446359011575e+18,,37.2571812103036,-19.9791764943007,51.2879,8.7374,5.828000068664551,4392.0,0.174802
2030,4.946938113149428e+18,02342256-4347467,38.594026015070895,-43.7963532657194,86.6753,8.89,4.885,3788.0,0.08900562
2032,4.726387007013853e+18,02390117-5811138,39.754898975043,-58.1871792259633,60.51,9.48,5.7570000000000014,3836.0,0.11
2033,4.74537313328442e+18,02423346-5048008,40.6394436806257,-50.8002933948193,57.7143,5.4,4.138,6146.14,1.737211
2034,4.741883764414704e+18,02500975-5308204,42.54056202563649,-53.138969153763114,75.7188,10.688,6.495,3592.0,0.03184149
2035,5.152365363828101e+18,03023801-1809587,45.65855822083221,-18.166325006032103,52.4383,11.78,7.3370000000000015,3505.0,0.02801694
2045,3.855208897392952e+18,10285555+0050275,157.231463708976,0.841000450812598,142.188,9.65,5.311,3546.0,0.02670714
2049,4.017860992519745e+18,11421096+2642251,175.54622244662102,26.706571691996498,102.501,10.67,6.073,3456.0,0.02326216
2050,4.0315861575140966e+18,11510737+3516188,177.780568979962,35.2720135653723,114.138,9.76,5.606,3640.0,0.03353652
2054,4.348683734720634e+18,,242.24432267831295,-8.011495815653971,62.9716,10.2922,8.66800022125244,5699.0,2.29446996925
2055,5.835113573101867e+18,16134869-5734118,243.45232689571603,-57.5705122530433,73.4265,7.53,5.292999999999998,4993.96,0.1912988
2059,4.330690742322012e+18,16301808-1239434,247.57524250447705,-12.6625898067806,232.21,10.1,5.075,3309.0,0.01119846
2060,,15472464-1053471,236.8527,-10.8965,64.16,11.26,6.7429999999999986,3451.0,0.0282807427686
2064,5.826168461827543e+18,15550857-6325507,238.78567631849398,-63.430725065180795,81.24,2.83,2.152,7107.54,6.89375810908
2073,5.955305209191546e+18,17370367-4419088,264.265273845281,-44.319213597835706,199.703,10.94,5.606,3237.0,0.008799155
2087,6.103047166432718e+17,09011748+1515523,135.322773782842,15.2643373503956,54.2762,9.73,6.047999999999999,3992.0,0.0729182092727
2088,6.103047209344234e+17,09011750+1515574,135.322820734402,15.2657658887696,54.131,9.337,5.94,4195.0,0.1207597
2090,7.989146363276655e+17,09315632+3619129,142.984720323957,36.320229348389,73.6683,10.176,6.3020000000000005,3756.0,0.04495987
2101,4.722135642226356e+18,03181281-6230230,49.5534107895109,-62.50636587079129,83.0122,5.24,3.86,5866.4,1.017061
2102,4.72211159040948e+18,03174616-6234313,49.44234712740371,-62.57532058030071,83.0626,5.53,3.994,5743.62,0.7943885
