,GAIA,TWOMASS,ra,dec,plx,Vmag,Kmag,Teff,lum
467,1.47290375364049E+18,13205797+3416446,200.24186499273400,34.2789440787412,60.0765,10.61,6.555,3097.0,0.0481774263461
474,,16240913+4821112,246.0389,48.3529,124.34,10.27,5.915,3090.0,0.0185854819783
475,1.41117851088703E+18,,246.038806735513,48.3530855600918,127.478,10.278000000000000,5.914999961853030,3090.0,0.0185854819783
476,,16285277+1824490,247.21962200000000,18.413892,51.5259,6.984790000000000,4.901,5179.0,0.704255900689
479,,,250.203789,36.316701,51.88,11.45,7.199999809265140,3490.0,0.044389408314
522,,17120780+4539587,258.0329,45.666000000000000,158.17,9.31,4.834,3387.0,0.02362806
523,,17120780+4539587,258.0325,45.6661,158.17,9.59,4.834,3387.0,0.02117468
549,,,213.91541900000000,19.18241,88.85,-0.10357000000000000,,4480.0,263.047
574,,,263.733622,12.560035000000000,69.84,2.0761,1.6799999475479100,7917.0,43.832
600,2.15488061677352E+18,18424666+5937499,280.694603583302,59.6303921833324,283.949,8.94,4.4320000000000000,3441.0,0.0136432636976
634,3.37215904521701E+18,,96.54214147338920,18.7575462944059,67.9483,10.9958,4.269999980926510,4732.0,0.596712344826
656,4.26822607806524E+18,,288.060898693314,2.8865106082671300,106.279,11.1494,6.289999961853030,3440.0,0.0178937304874
695,5.96779044285042E+17,,132.676232281289,7.86456879702329,56.18900000000000,9.5893,5.598999977111820,4046.0,0.27
696,5.96779044285546E+17,,132.67649923965,7.86405969572088,56.1155,10.0381,5.598999977111820,4046.0,0.27
706,8.1664900296778E+17,09003845+4146583,135.160269882984,41.7827330325393,62.23,3.96715,3.003,6394.0,5.71244509283
728,,,297.695817,8.868322000000000,194.44,0.748983,0.25999999046325700,7414.0,10.5219
785,,20393775+0458192,309.907204,4.972013,59.8,7.88,4.739,4336.0,0.412634252976
788,,,316.72251800000000,38.749415,287.13,5.2400400000000000,2.247999906539920,4298.0,
868,,22014901+1628027,330.4544,16.4675,60.94,10.627,6.18,3462.0,0.0477670388257
870,,,333.149792,8.55325,71.97,11.99,7.4720001220703100,3543.0,0.0188058079329
871,,,336.999325,57.695875,249.52,9.59,4.7769999504089400,3145.0,0.0125184971337
872,,22372987+3922519,339.3746,39.381,52.94,9.41,5.872000000000000,4131.0,0.107249176679
875,,,350.406083,17.29038,93.5,11.7,6.506999969482420,3241.0,0.0167251106571
921,6.80446793919166E+17,,120.43159602702000,23.707580268091200,52.86,10.9067,6.800000190734860,3741.0,0.0369282874768
940,2.84830305235158E+18,,359.433947612506,23.304613277116100,74.0641,11.7608,7.059999942779540,3422.0,0.0173325184032
952,,02290164-1958449,37.257045,-19.979073,51.16,8.78,5.828000000000000,4210.0,0.09398
954,,03275236-1948165,51.968372000000000,-19.804493,79.26,8.39,5.0680000000000000,3562.0,0.05996
957,2.30696520256451E+18,00052423-3721257,1.35178534532525,-37.3573632316778,230.13300000000000,8.56,4.523,3607.0,0.0231292123154
971,1.02245613921063E+18,09142298+5241125,138.594897449486,52.6866090579689,157.88,7.64,3.988,3957.0,0.0881381376442
972,1.02245610485089E+18,09142485+5241118,138.602845746424,52.6863627273833,157.885,7.7,4.136,3931.0,0.0712796789901
1034,,03093085+4543586,47.3783,45.7327,64.83,10.159000000000000,5.84,3991.0,0.0615826222852
1047,3.66507643327555E+18,,207.254159635163,2.79138042002024,55.7827,11.7206,6.929999828338620,3591.0,0.0363203804708
1127,4.76389773954907E+18,05054736-5733138,76.4473848063523,-57.553832610517300,85.4852,8.98,5.442,3977.0,0.0854395018081
1133,3.20993836666577E+18,05312734-0340356,82.86414944080250,-3.67722842408312,175.429,7.97,4.039,3660.0,0.0695159774857
1135,1.81407083866707E+18,20442195+1945006,311.091322692086,19.7526129806635,50.18,10.328,6.553,5242.0,0.49365
1137,,21000529+4004136,315.0223,40.0703,66.21,10.12,5.88,3465.0,0.05414997
1147,1.90177344808049E+18,,335.871364521436,32.4594220902531,65.8608,11.4401,6.053999900817870,3473.0,0.0454580177852
1148,1.90177345237725E+18,,335.870913013988,32.4589638621125,65.4804,11.6312,6.053999900817870,3473.0,0.0454580177852
1160,1.58893634529475E+18,,225.946790168283,47.653977238932,77.24600000000000,5.1361,3.009999990463260,5851.0,1.9216167907
1161,1.58893655574939E+18,,225.947977341676,47.6544802574436,78.0881,5.6352,3.009999990463260,5851.0,1.9216167907
1178,,21513828+5917383,327.9096,59.294,120.594,10.503,5.651,3265.0,0.02120783
1252,4.69774637408233E+18,,28.404230098800400,-66.8927079940977,58.1773,11.7095,6.989999771118160,3522.0,0.0178202390287
1257,5.42658710714986E+18,,142.675157487445,-40.46675767230370,54.3053,4.9689,2.6700000762939500,6821.0,15.9225711379
1296,5.33260652259565E+18,11454297-6450297,176.428821153455,-64.84151780203380,215.737,11.5,11.104000000000000,8741.0,0.00043324589966
1311,4.64653507812582E+18,03103100-6836032,47.62925076667770,-68.6009392896309,96.1708,11.39,11.861000000000000,19792.0,0.01
1327,3.68368776352008E+18,,190.414760770214,-1.44940212689437,78.5233,8.4175,1.8730000257492100,6875.0,9.47689722406
1353,4.85287070150465E+18,,50.897622365960300,-40.0764897221677,56.4621,10.8257,4.767000198364260,5024.0,0.55
1425,1.6376451270184E+18,17362594+6820220,264.10791321324300,68.3391400468215,219.78100000000000,9.15,4.548,3340.0,0.0215644528926
1434,1.92718464356303E+18,,359.681200679937,46.7290936829109,58.4067,9.5557,5.830999851226810,3693.0,0.0913253929738
1464,2.94705046653187E+18,,101.28875895852500,-16.7168657786533,376.68,8.5021,8.715999603271480,24700.0,0.056
1552,5.59404173163323E+18,,119.452162784075,-33.952010985570400,51.4977,8.7739,5.908999919891360,4380.0,0.08419
1627,4.37319968291909E+18,,262.599166240808,-1.06302163086089,60.7132,5.9761,3.819999933242800,5100.0,1.73862
1662,,10410932-3653436,160.2888,-36.8954,61.3,9.97,5.993000000000000,3711.0,0.0722301106809
1755,2.20270305038817E+18,,327.909664268787,59.294407739523,123.057,10.6414,5.650000095367430,3265.0,0.0212078280743
1790,5.09102564163403E+18,,62.3287957328302,-20.4164528051422,51.1404,9.1184,7.610000133514400,5766.0,1.32318833692
1854,2.82892800820207E+18,22563497+1633130,344.14501969213800,16.5534315915508,145.611,8.68,4.523,3627.0,0.0447164051982
1870,6.17149211311093E+18,13474283-3225509,206.92852391776,-32.4308523556874,68.6146,9.2,5.654,4106.0,0.0866925392713
1920,5.84983785481758E+18,14423039-6458305,220.62675058734900,-64.97513782457680,60.35,3.18,2.425,7950.0,11.7
1952,,08442310-4428213,131.0963,-44.4725,54.68,10.699000000000000,6.311,3545.0,0.09
1955,3.82875107421582E+18,,153.019466569354,-2.68476964965141,86.6489,10.6286,6.192999839782720,3510.0,0.0312241606582
2032,4.72638700701385E+18,02390117-5811138,39.754898975043,-58.1871792259633,60.51,9.48,5.757000000000000,3836.0,0.11
2054,4.34868373472063E+18,,242.24432267831300,-8.011495815653970,62.9716,10.2922,8.668000221252440,5699.0,2.29446996925
2060,,15472464-1053471,236.8527,-10.8965,64.16,11.26,6.743000000000000,3451.0,0.0282807427686
2087,6.10304716643272E+17,09011748+1515523,135.322773782842,15.2643373503956,54.2762,9.73,6.048000000000000,3992.0,0.0729182092727
2127,5.97097156191886E+18,,251.320549917736,-38.8092997333611,56.5335,9.7122,5.71999979019165,4511.0,0.12946974
2175,2.96265854947404E+18,,76.70610521883360,-21.584245217318400,50.6488,11.5999,6.113999843597410,4425.0,0.0532422
2234,6.01803495886956E+18,16233382-3913461,245.890993407925,-39.229488897934100,77.4325,11.01,11.768000000000000,23980.0,0.05
2245,2.94085640212343E+18,06103462-2151521,92.64423021281150,-21.864627226870900,173.696,8.15,4.166,3680.0,0.0573391125616
2282,,06371122-5002181,99.2968,-50.0383,65.8675,9.61,5.769,3760.0,0.0745557498737
2311,,07035022-4333410,105.959226,-43.56132,57.42,8.67,5.704,4362.0,0.08392
2326,4.11514227669665E+18,,260.25223188584900,-21.1119630890215,57.2619,9.6674,3.066999912261960,6386.0,6.81866048404
2437,,10120466-0241044,153.0195,-2.6847,81.23,10.677,6.193,3510.0,0.0312241606582
2441,,10394435-3755136,159.9348,-37.9204,68.38,11.058,6.381,3287.0,0.0313779455361
2632,,14064097-3622113,211.67060900000000,-36.369934,55.45,2.06,-0.27400000000000000,4750.0,44.77636
2761,,16552880-0820103,253.8698,-8.3363,174.23,9.02,4.4030000000000000,3416.0,0.0331687756927
2762,6.71915294503246E+18,,286.605061183095,-37.0632756521925,58.6956,4.9596,2.8499999046325700,6188.0,5.89853623179
2780,,16585410-3933276,254.7255,-39.5575,52.32,10.66,5.614,4355.0,0.004215508
2801,1.83155338279417E+18,20342188+2503498,308.591187418466,25.063819323228800,67.4947,11.53,12.186,22653.0,0.00456
2874,6.88534295504319E+18,,316.793286304968,-13.924077531974100,57.5631,10.0681,5.0229997634887700,5038.0,0.516056631305
3061,6.56292460915091E+18,21333397-4900323,323.391562471726,-49.009000963868,201.407,8.66,4.501,3565.0,0.0431
3064,,22360966-0050298,339.0403,-0.8417,62.5124,10.021,6.163000000000000,3839.0,0.0653283230553
3120,,05022845-2115236,75.6184,-21.2566,117.38,8.31,4.6,3719.0,0.0755635751569
3163,5.57064226446152E+18,,99.0761665376335,-40.0065616274169,52.804000000000000,10.5411,6.789999961853030,3754.0,0.0622172759128
3221,,17430081+0547215,265.7533,5.7893,50.8,10.662,6.631,3641.0,0.0595232867757
3451,5.85349871316061E+18,14294291-6240465,217.429,-62.6795,768.5,11.01,4.3840000000000000,2820.0,0.00152809424127
3494,6.26862138976436E+18,,236.852286664856,-10.896463040632,62.5155,11.2752,6.743000030517580,3451.0,0.0282807427686
3552,,23315244+1956138,352.9689,19.9372,160.06,10.183,6.2620000000000000,3375.0,0.0130721838376
3553,,,353.51388400000000,0.17941300000000000,71.56,11.16,6.829999923706060,3511.0,0.0252063059368
3554,,23584342+4643452,359.6813,46.7292,57.62,9.57,5.831,3693.0,0.0913253929738
3616,,,49.550189,-62.506363,82.79,5.24,3.9609999656677200,,
3721,4.10367123973263E+18,18384474-1429249,279.686438762402,-14.4905622061816,74.7142,11.208,6.849,3378.0,0.0239153969236
3742,2.89118507098696E+18,,90.08053551068940,-31.0305474620795,53.9661,8.7441,4.4730000495910600,4483.0,0.16202
3858,,,169.00519600000000,-57.54766900000000,79.71,11.66,13.42300033569340,6182.0,6.88769
3866,4.10538671800121E+18,18405732-1322455,280.238782488421,-13.379609631381400,58.9132,10.638,6.546,3640.0,0.0513457013681
3902,6.37155753091467E+18,21092250-7310235,317.343162989256,-73.1732580242538,50.59,5.67,4.187,5294.0,1.61902
3924,,,279.234626,38.783692000000000,128.93,0.023845000000000000,0.12999999523162800,9400.0,43.6187227928
3925,,,280.496074,31.83049,88.14,11.27,6.7220001220703100,3376.0,0.0162102026492
3926,,,280.69718900000000,59.630396,280.28,8.99952,4.460000038146970,3441.0,0.0136432636976
3928,6.7940476527292E+18,20450949-3120266,311.28971819202300,-31.3409004606736,102.829,8.81,4.529,3213.0,0.0727470343071
3961,,,219.90398100000000,-60.837157,742.12,1.35,,5260,0.5002
3962,,,219.91004300000000,-60.833976,742.12,-0.01,,5790,1.519
3981,6.37116998742547E+18,,327.27398547303900,-72.1025259746302,60.4905,9.8057,5.6479997634887700,3918.0,0.0921787188624
3986,,21463575-5742121,326.648994,-57.703423,52.56,8.77,5.425,4081.0,0.09608
3988,,21490591-7206085,327.2744,-72.1025,62.0,9.53,5.648,3918.0,0.0921787188624
4004,,22340049-2514323,338.50200000000000,-25.2424,62.2621,11.273,6.881,3453.0,0.030995833855
4047,,,288.06081800000000,2.886404,98.56,11.09,6.289999961853030,3440.0,0.0178937304874
4117,6.50877637590083E+18,,334.56580960503900,-53.62657960567720,72.961,9.5931,3.9100000858306900,5825.0,1.15817408751
4208,,00211961-4544465,5.3318,-45.7464,57.1218,10.41,6.544,3625.0,0.0549505540928
4233,,02050492-1736528,31.2702,-17.6146,105.94,10.19,5.662000000000000,3260.0,0.0297296544609
4300,6.67300084137635E+18,20135335-4509506,303.472484957914,-45.164020405959600,162.321,7.97,4.281000000000000,3859.0,0.0595652196175
4410,,07285137-3014490,112.2141,-30.2468,64.24,9.96,5.716,3367.0,0.0754633897391
4436,,18573057-5559302,284.3775,-55.9919,79.14,8.86,5.025,3713.0,0.0892622509121
4442,5.63939181027331E+18,08413249-3256340,130.385122077619,-32.9424769214059,117.32800000000000,11.893000000000000,11.547,8111.0,16.8616025934
4470,5.64157276030589E+18,,134.26695911509300,-29.8460136388839,52.8207,8.3676,7.190000057220460,6106.0,0.57
4481,6.66425556640878E+18,19164290-4553213,289.178865312523,-45.889342702536100,63.43,9.38,5.571000000000000,3810.0,0.0966895492365
4486,,,343.946414,-75.458671,116.02,10.42,,,
4500,5.33435622354696E+18,11244030-6138512,171.168005857271,-61.64756806744760,72.92,7.22,4.548,4422.0,0.18385
4501,5.33435622354696E+18,11243947-6138542,171.164453653888,-61.64840731651340,85.5929,8.76,5.164,4578.0,0.109504923057
4548,3.63392675346464E+18,13400715-0411101,205.02971539446200,-4.18610670045227,66.3269,9.61,6.037000000000000,3943.0,0.0740169407295
4550,6.27090641544132E+18,,214.75291673926000,-25.815962727377700,54.0822,10.9095,4.510000228881840,6249.0,1.54765981746
4602,,09311936-1329192,142.83100000000000,-13.4887,94.95,10.071,5.511,3113.0,0.0353057695815
4871,,19571964-1234044,299.33183000000000,-12.567985,56.25900000000000,9.29,6.015,4195.0,0.144680318873
4885,,20415111-3226073,310.4631,-32.4352,97.8,10.331,4.944,3310.0,0.0418697365291
4888,6.83831179613521E+18,21470244-1607382,326.760157598903,-16.1273328761186,73.3761,2.85,2.0140000000000000,7162.0,8.65986
4889,2.59546399699212E+18,,336.642917131136,-16.741588876177400,51.5079,6.3822,4.1020002365112300,5806.0,2.39225567432
4967,,,191.985964,9.751397,121.78,11.39,6.361999988555910,3270.0,0.0110803803768
4983,4.59449783418921E+18,,266.60491210574500,27.717260213000800,119.791,10.1876,4.953000068664550,4050.0,0.0299256520466
5034,3.21395876958907E+18,,79.8026101786547,-3.07339868685749,57.979,10.3379,5.050000190734860,4253.0,0.504546359946
5043,5.55926689325716E+18,,105.95922376885100,-43.5615024133393,57.7938,8.6329,5.703999996185300,4362.0,0.08392
5059,,10120819-1837038,153.034,-18.6178,58.59,9.93,6.194,3815.0,0.0731719766123
5082,6.00280734129998E+18,15321302-4116314,233.053885954679,-41.2755920878719,169.007,9.31,4.7590000000000000,3088.0,0.0283145568529
5244,6.85556278997816E+18,,310.524631759876,-21.2772025764802,50.5276,9.2677,7.179999828338620,5189.0,
