ra,dec,plx,Vmag,Kmag,Teff,Lum,ID,hz_inner,hz_outer
89.1012198799887,-14.167701341735,68.9277,3.71805,2.9930000000000003,6991.37,5.3222059999999995,317721019,114.2022931434861,256.5291966053794
239.113262768061,15.6616081003246,89.4602,3.8445300000000002,2.7030000000000003,6236.34,2.9722630000000003,377415363,113.65025568991629,262.33343075926456
260.25223188584897,-21.1119630890215,57.2619,9.6674,3.06699991226196,6386.0,6.8186604840400005,1455907039,109.56215605130397,251.4061431330793
220.76507571633,-5.65822011021723,54.7934,3.8673699999999998,3.0389999999999997,6695.58,7.5710229999999985,185284200,109.27151792290533,247.8865180539044
48.018872190028404,-28.9876190606057,71.6818,3.8,2.238,6181.28,4.250049,88523071,109.12505157515794,252.4515486371448
135.160269882984,41.7827330325393,62.23,3.96715,3.003,6394.0,5.71244509283,21439835,108.95007659256555,249.92432606003007
54.2183,0.40160300000000004,72.89,4.2872,2.835,6033.55,4.0038855061000005,311092847,108.32821420707167,252.15277365888883
86.8212165826392,-51.066503571453715,50.6231,3.85,3.5260000000000002,8038.68,8.970550999999997,270577175,107.25735390405976,234.92352726586327
47.266750703511896,49.61327629663261,95.1587,4.05641,2.7230000000000003,5938.0,2.230644,116988032,105.96139444472811,247.6533429807373
286.605061183095,-37.0632756521925,58.6956,4.9596,2.8499999046325697,6188.0,5.8985362317900005,514062507,105.24059052156355,243.39839083466384
216.299145892961,51.8507392012381,69.4861,4.03929,2.739,6216.86,4.128554,441709021,104.1163290177562,240.51592337290364
49.981886381926095,-43.0697982661662,166.56099999999995,4.26,2.636,5413.26,0.6542818,301051051,102.59333790812329,245.5566149785833
330.840220446792,-56.785980567754,274.805,4.69,2.237,4611.06,0.22182649999999998,231698181,101.58435938663438,252.92472088380106
156.098763132218,-74.0316113014045,61.9474,3.99,3.252,6940.89,5.161593,453620177,101.22311862017783,227.739901684701
24.1993421346356,41.4054633085579,74.5711,4.09565,2.859,6105.51,3.3528300000000004,189576919,101.1294492914908,234.68660324516134
41.0499506176689,49.228450671029215,89.6955,4.10695,2.697,6196.0,2.325108,302158903,100.94004468741518,233.37607557169397
63.81800002674371,-7.6528713937892325,198.56599999999997,4.42018,2.498,5092.0,0.43272959999999994,67772871,100.73132729506543,244.8612226966564
286.604892379683,-37.0636753027116,55.89,4.23,2.85,6188.0,5.8985362317900005,254125171,100.21017937034782,231.76415376534806
182.103404060803,-24.7288706721923,66.8743,4.02,3.307,6962.12,4.327895,421189312,99.99885186249168,224.83265391965935
354.987657494052,5.6262910729563,74.4448,4.12718,2.946,6240.94,3.275677,419919445,99.26708649169751,229.09100705104782
124.631441071927,-76.91972923065191,51.9434,4.05,3.15,6736.0,6.942022,287532010,99.05945575034362,224.4031112161877
341.6732352815,12.1728933658899,62.3994,4.20522,2.9610000000000003,6178.29,4.545395,60716322,98.2505827768135,227.322168989214
5.017821333739491,-64.8748082495563,117.16799999999999,4.23,2.7689999999999997,5960.81,1.2619120000000001,425935521,98.04195765041072,228.91886687527233
222.847006,19.100954,149.26,4.55529,1.9709999999999999,5464.0,0.74,311180437,97.575173823275,232.98811652202033
188.435666607942,41.3574782353205,116.13,4.24697,2.8480000000000003,5884.0,1.258513,458445966,97.34122932244921,228.04059363725128
321.610853404816,-65.3662006983686,107.853,4.21,2.969,6109.28,1.46538,265488188,96.68175003204975,224.32984289685996
197.968321166136,27.8781830047642,108.895,4.2403699999999995,2.923,5969.45,1.414261,445070560,96.42985440059634,225.0712155952336
311.523885169722,-25.270897435852103,70.2011,4.13,3.094,6540.23,3.529976,269995013,96.10555412231436,219.2444176098034
181.7204082775,-64.6137306392744,51.2664,4.14,3.197,6914.0,6.544465,380353415,94.40141738762172,212.57647670670823
281.415512209699,20.546309843715196,51.1282,4.202380000000002,3.19,6330.0,6.322122,282038438,94.39404470529414,217.07441360396592
112.278077267954,31.784875153522602,54.9868,4.174119999999999,2.978,6930.61,5.653109,239137207,94.05841410086063,211.69023657753812
318.620056974502,10.0069820919867,54.11,4.48525,3.384,6299.0,5.50578701923,262143945,93.33563934335331,214.90326914005306
56.7120364789954,-23.2497214300541,56.6965,4.22,3.353,6685.0,5.068327,121078878,92.54293259972219,210.015353639509
206.42185639596698,-33.043717347055804,53.20399999999999,4.23,3.41,6802.37,5.59976,30068122,90.93367859965419,205.5274313533991
316.72474839747,38.7494158434971,285.94599999999997,5.2400400000000005,2.248,4304.53,0.15777570000000002,165602000,90.04557074228298,227.70195249610578
88.59569698812929,20.2762479173541,113.124,4.3971,2.9960000000000004,5988.0,1.142209,114776214,89.95918155818632,209.80166347668052
236.610893454371,7.353067124176071,84.6121,4.4154,2.989,5901.0,2.003516,296740796,89.42444306079788,209.3387489895152
293.08995317436,69.6611765691082,173.24,4.678,2.9,5242.0,0.4341640000000001,259237827,87.51672821367272,211.19204372598074
188.01760900578304,-16.1959945963221,55.6753,4.3,3.372,6853.53,4.623329,1628071,86.32619011175389,194.77900075716474
260.25156035712,-21.1129408061142,58.6019,4.39,3.0669999999999997,6756.0,4.131667,75899957,86.1617421416281,195.05058653999208
41.27584766905579,-18.5726329528429,70.7449,4.47,3.2489999999999997,6353.39,2.61725,326242565,83.96336948245332,192.91049172018003
238.168921406902,42.4515141949136,63.1627,4.61287,2.583,5805.13,3.136053,157364190,83.84053558287304,197.0958095031977
222.847448688615,19.1004560903572,148.519,4.6558,2.5699999332427983,5496.0,0.5531361,1101124558,83.83385830380321,199.8770917641906
206.815571207393,17.4568861409732,63.8638,4.48635,3.5069999999999997,6466.27,3.202412,72506701,83.49520987523239,191.00422003503041
142.287253738591,-2.768946940019,56.2938,4.60406,3.56,5161.0,3.64765,77549389,82.69117517778481,200.33230480328274
218.670071585347,29.7451288016676,63.8633,4.4644699999999995,3.3360000000000003,6782.21,3.181787,157966796,82.33054336751492,186.21026766334097
199.601311313929,-18.311197622272697,117.573,4.6955,2.9560000000000004,5562.0,0.8351588,422478973,81.33147416646975,193.3167298317804
225.947361,47.654227,78.39,4.73529,3.011,5841.92,1.9216167907,283819432,81.33025763110686,190.8838392341633
294.11055502576914,50.2211001235427,54.2319,4.48994,3.537,6680.78,4.271476,27014182,81.27553232768913,184.4727966726742
225.947977341676,47.6544802574436,78.0881,5.6352,3.00999999046326,5851.0,1.9216167907,1102093580,80.98744272907769,190.00330152417783
225.946790168283,47.653977238932,77.24600000000002,5.1361,3.00999999046326,5851.0,1.9216167907,1102093577,80.11407629395949,187.95431095822084
79.785314426858,40.099052677084295,80.1054,4.70109,3.0380000000000003,5873.0,1.7625009999999999,409104974,79.49537430672729,186.32284629195706
76.3777340760382,-57.4727024831545,86.0239,4.71,3.3710000000000004,6153.02,1.466169,381949122,77.00276526034999,178.34590351060731
49.8404000195035,3.3701937214469395,109.34100000000001,4.83858,2.957,5711.88,0.8572931,343813545,76.17006959114538,179.8125464765186
235.29741219599998,-44.6612093497637,57.4968,4.64,3.802,6645.0,3.329396,254425584,76.16698546575012,173.09786677058722
34.263480710153196,34.2242343014778,90.845,4.87193,3.076,5608.69,1.226864,63782132,76.02336667422547,180.3114109997372
176.629466643527,-40.500355549987795,107.62100000000001,4.89,3.489,5672.0,0.8440095,454082369,74.50876778814474,176.20871025511576
258.836599013259,-26.6017000468845,167.822,5.0514,1.8400000333786009,5121.0,0.3320436,1277142191,74.49242130688845,180.82198544894678
13.2674828542105,61.12397272636999,53.1896,4.7942,3.638,6114.22,3.577349,285544488,74.48356853696839,172.7881171573142
316.73026691789903,38.7420450356067,286.14599999999996,6.06979,2.544,3948.45,0.10420910000000001,165602023,73.98982226208472,190.51329554210602
271.756624655468,30.562108147084604,63.5358,5.05874,3.1069999999999998,5947.27,2.44,22516402,73.96675648886242,172.80621453837472
258.83743593135,-26.602822063229198,167.77599999999995,5.0597,1.8400000333786009,5143.0,0.3274672,1277142190,73.89403778253597,179.17693745748093
202.107534117513,13.7787897085251,55.8347,4.9680800000000005,3.5,5495.0,3.038417,95473936,73.86977621410371,176.1289090846715
254.007039787215,65.1347961595819,66.28,4.8861,3.736,6314.1,2.3002123930900003,289622310,73.85485109147027,169.94762809571796
76.8625252059485,18.6450499840985,62.9467,4.92237,3.208,5725.0,2.40137,27136704,73.35148396499058,173.05641329528288
157.65658486460399,55.9805378936504,77.4346,4.82,3.6439999999999997,6171.92,1.618647,416519065,72.77585556581793,168.42524507887836
242.2443226783129,-8.011495815653971,62.9716,10.2922,8.66800022125244,5699.0,2.29446996925,1202920854,71.80399972382823,169.60435594058217
247.117248522101,-70.0843950149174,82.1233,4.9,3.661,6077.96,1.3610520000000002,362747897,71.03545325686312,165.03853348666237
2.81604541137004,-15.4679835426653,55.586999999999996,4.89,3.821,6191.75,2.9968529999999998,289673491,71.03110460712742,164.25424069605057
145.560068853671,-23.9155705788784,67.4693,4.93,3.722,6128.0,1.9774740000000002,11310083,70.20702533583143,162.77429850221637
265.857474654882,-21.6831930239126,58.3957,4.86,3.877,6435.0,2.7006490000000003,238115675,70.19031140480045,160.7587162385005
25.446429757537604,42.613456533607504,76.5204,4.96103,3.577,5870.0,1.499811,327507922,70.05888470194037,164.22698793130465
198.56310807766602,-59.103236876117286,55.0143,4.9,3.611,6231.44,2.966425,255854921,69.83463132964674,161.22778003445708
18.7963441710262,-45.5316687753757,65.8894,4.97,3.782,6119.03,2.003603,229092427,69.03871652614707,160.1250945700785
92.560308833733,-74.7530454391393,97.8983,5.08,3.446,5589.55,0.8655499,141810080,68.86598800069842,163.47947003460783
332.53658471679296,-32.5484098627723,54.4879,4.94,3.7039999999999997,6272.0,2.9178450000000002,97402436,68.49146552696911,157.86958736938558
302.799743690419,-36.10120932251221,166.227,5.2736,3.009999990463257,5044.0,0.2830888,1991380115,68.33025537152162,166.4915238737749
25.6240145562046,20.268516735107802,131.49,5.25221,3.285,5190.0,0.45350969999999996,113710966,68.02791250487174,164.57609578799006
164.866557767301,40.43025621930229,72.4528,5.033519999999998,3.75,5872.0,1.576894,21535479,68.01257993387927,159.4162231995104
226.825274461598,24.869193121901002,51.6674,4.9255,3.863,6528.24,3.254899,229902025,67.9498533817159,155.08204000258468
230.80133999999998,30.287840999999997,53.7,4.99314,3.714,6028.7,2.89047738413,284292958,67.82273345517591,157.90163453145857
81.10609573759041,17.3835358558314,68.5628,4.99587,4.038,6136.4,1.77772,47346402,67.62335766782832,156.72963871003014
266.036265142541,-51.834053067702506,64.0817,5.12,3.6830000000000003,5771.56,1.8988009999999997,362661163,66.27710286613019,156.03991591468406
147.147380422879,46.0210093797835,52.8994,5.0850300000000015,3.609,5872.0,2.795413,23969522,66.11599856883878,154.97078327502493
291.242501003656,11.9444117522879,66.848,5.17089,3.037,5587.0,1.709948,359981217,66.10102029062438,156.9342103979269
319.313618743961,-38.8673642817996,251.829,6.69,3.1,3599.0,0.10462850000000001,159746875,65.81165884378989,172.48615721461783
302.800225,-36.101507,165.24,5.32,3.008,4977.19,0.25971775385,389198736,65.22534724362522,159.45093501387387
117.942894,-13.898045000000002,59.98,5.15895,3.73,5816.81,2.05117,54137341,64.358292255108,151.21785405768256
94.1109115801756,12.2721641522163,51.19300000000001,5.03975,4.245,6525.0,2.9565069999999998,437886584,64.17312228506111,146.4800253921297
348.320728238272,57.1683545872878,153.08100000000005,5.56911,3.261,4884.29,0.2888785,283722336,63.94917632131777,157.05368239794254
297.756848982875,10.415720883165699,51.1912,5.11688,3.9019999999999997,6119.81,2.8347919999999998,408842743,63.79901498084896,147.96759419406524
118.065261700478,-34.7054438282834,54.7755,5.01,3.841,6525.0,2.536679,150796339,63.60221504052085,145.1768862475929
138.585572442881,61.4233205026712,50.8675,5.19205,3.782,5910.2,2.775732,86177169,63.25522214836737,148.01849913162135
125.016086235041,27.217707332842693,54.864,5.1322800000000015,3.8680000000000003,6265.0,2.425416,302188141,62.89290624323792,145.0057306720031
224.36667038925097,-21.4154797016278,170.011,5.72,3.048,4680.94,0.22252170000000002,287157634,62.79188725871504,155.78974461721458
175.262566399936,34.2016340266853,104.39,5.29853,3.588,5502.0,0.6254202,101641846,62.64139744700401,149.30807688536174
271.364425949466,2.49895097735146,195.217,5.9306,2.289999961853028,4360.0,0.16433029999999998,1674663308,62.629499675287896,157.92874734417967
49.5534107895109,-62.50636587079129,83.0122,5.24,3.86,5866.4,1.017061,279649049,62.59591143567866,146.75597403878996
199.19381732781798,9.424157557743419,57.0186,5.18799,4.033,6029.19,2.176381,397587084,62.48730569953746,145.47692829819738
116.395779,-34.172540000000005,65.79,5.36,3.75,5744.47,1.59063403221,149672905,62.346176099306916,146.96318936464394
12.531619114015,-10.644329124224,62.9723,5.16945,4.015,6270.16,1.780543,3962869,61.8388622009023,142.5461254764362
262.599166240808,-1.06302163086089,60.7132,5.9761,3.8199999332427996,5100.0,1.73862,508550949,61.716752154545766,149.9644567346621
262.598999100521,-1.06274196667383,61.19,5.31306,3.822,5641.0,1.73862,164139204,60.87845959004229,144.17735681985405
143.914590775787,35.81013443941679,89.2581,5.3954900000000015,3.69,5499.0,0.7966880000000001,8915802,60.45897667335326,144.12638525298595
101.68473981359199,43.5774285982676,60.067,5.25724,4.132,6039.0,1.8267349999999998,307754027,60.28549867835979,140.2926560338267
263.748319156729,61.8745545806542,70.98,5.23181,3.7439999999999998,5965.12,1.2797131408700002,219777482,59.800673257300964,139.60316099866043
336.642917131136,-16.741588876177403,51.5079,6.3822,4.102000236511231,5806.0,2.3922556743200003,2024022192,59.71233714816814,140.36882215961322
9.336278,-24.767329999999998,64.38,5.57,4.027,5249.86,1.4561085299399998,246895813,59.54283766766775,143.63203446949723
284.25681276522704,32.9013113743955,66.5742,5.21809,3.655,5997.84,1.442434,20601206,59.470548152052,138.63820328507558
150.252736581022,31.9236713455063,66.9958,5.37988,3.821,5742.0,1.369586,172954294,58.91832071602503,138.89840103724714
116.39549636204501,-34.1725787721725,65.1134,5.3103,3.75,5931.0,1.469251,773262373,58.86050275067608,137.6106109114608
334.56580960503896,-53.62657960567722,72.961,9.5931,3.91000008583069,5825.0,1.15817408751,2027018829,58.80735328167704,138.12518481088347
260.164864748373,32.4677436939329,68.7539,5.3917,3.911,5817.0,1.2900459999999998,9728611,58.505114523102336,137.4639250803288
17.067652,54.920339,132.4,5.17551,3.505,5316.0,0.333671534829,252191219,58.46475351171987,140.58399032013747
259.765989689255,-46.6362337002377,113.816,5.47,3.4210000000000003,5380.0,0.45163519999999996,217157387,58.32273203504193,139.81527941170168
246.005377487795,-39.1929818364435,77.4716,5.37,3.9330000000000003,5873.47,1.000781,350673608,57.93209459517119,135.77960679846683
240.261086688628,33.303511735387694,57.2216,5.40816,3.8569999999999998,5833.0,1.812064,458494003,57.671438927035254,135.4093317745838
334.565056034158,-53.6270739874802,71.3429,5.36,3.9130000000000003,5855.88,1.163426,231267777,57.56179713431273,135.0158203973469
39.0204270379252,6.88678691506907,138.208,5.7801,3.4810000000000003,4828.39,0.28272420000000004,278962915,57.235043635472294,140.95679450484215
12.095734692195899,5.28061389702288,134.499,5.74452,3.6830000000000003,4937.0,0.3002223,257393898,57.16706579805967,140.0300644016646
344.366585071459,20.7688284003914,64.6488,5.45309,3.911,5758.0,1.3687040000000001,139298196,56.799268155723986,133.80679660041054
264.820496370576,3.55524001019475,93.36,6.51316,4.098,4982.09,0.612992984025,349491678,56.605518275515486,138.34523019317842
40.6394436806257,-50.8002933948193,57.7143,5.4,4.138,6146.14,1.737211,166853853,56.24983624875849,130.3170145367363
180.18525483046105,-10.4461263941414,78.7565,5.55146,4.027,5506.0,0.8823622,152738837,56.12502225736891,133.75108506188428
60.6531047765458,-0.268921839893052,53.273,5.3791400000000005,4.181,6221.0,2.0239380000000002,9150015,55.88027191760222,129.06566452795894
303.82246521604304,-27.032975995123,113.648,5.73,3.5010000000000003,5071.0,0.4040288,326096771,55.75317480942381,135.66642141865754
26.9368067916626,63.8525020335248,99.5746,5.62847,4.013999999999999,5344.0,0.5360708000000001,373694425,55.67025425211927,133.68539784402475
49.44234712740371,-62.57532058030071,83.0626,5.53,3.9939999999999998,5743.62,0.7943885,279649057,55.629058031946144,131.13451562268244
71.9012156683654,-16.9344560923089,75.5213,5.49,3.9989999999999997,5834.0,0.9662347,117979951,55.57856269635387,130.48961711782732
243.90529322863998,-8.36943947035461,70.7675,5.49518,4.186,5791.0,1.094095,135656809,55.51501785355738,130.58895242586394
24.949221406596397,-56.193319445186994,122.055,5.76,3.5580000000000003,5020.22,0.3453673,231005905,55.46761881235109,135.30918543293137
272.608963239025,-62.0022386940204,56.328,5.47,4.13,5952.64,1.73143,303704858,55.22768355402874,128.9968528883423
101.55895420280399,79.56481016335509,54.9292,5.44439,4.141,6145.0,1.8257880000000002,141523112,54.885710052905566,127.16264546760834
39.020367,6.88687,138.72,5.826309999999999,3.45000004768372,4760.0,0.246718551214,471011360,53.7974483803084,132.94508111940988
105.98881350927799,-43.608033783973504,58.6411,5.56,4.037,5808.38,1.489692,130645536,53.64078386825763,126.08280559026136
108.95891339784599,47.2399655015396,59.287,5.55931,4.115,5888.0,1.462795,156890613,53.56795092145397,125.47133417885084
152.84225011814,49.4542358772266,205.392,6.6,2.9619999999999997,4019.0,0.105672992139,371520835,53.378177358747074,136.95012463864455
25.622145343050605,-53.7408308797301,57.6556,5.52,4.34,6150.97,1.550139,229137615,53.07092465357847,122.92780082682174
259.05567807408903,-26.546148101030607,168.06900000000005,6.33,3.466,4384.89,0.157497,79841001,52.74510098123226,132.83612791355668
327.065629441269,-47.3036166887218,64.264,5.57,4.2360000000000015,5935.88,1.2069159999999999,147407292,52.64136203715002,123.04484692577951
249.08937204273101,-2.32458677361001,100.811,5.76162,4.039,5293.42,0.4621579000000001,58092025,52.43703813971327,126.22629752294802
119.445477273125,-60.303069879530106,61.7309,5.59,4.242,5971.07,1.290002,372914091,52.204572919998064,121.839134994493
230.45062967535,-48.317628466286,68.0818,5.65,4.159,5739.0,1.0289409999999999,136916387,51.90235013148319,122.37491620286046
24.9481871999613,-56.196447557274894,122.133,5.76,3.51,5107.22,0.3038823,231005052,51.88985513270978,126.04169968564452
300.90585377771197,29.896804258884305,62.4443,5.7379999999999995,4.0760000000000005,5549.0,1.1653879999999999,105999792,51.053123778222485,121.42121674507788
129.798768026793,65.0209078538355,69.2004,5.631,4.173,5866.0,0.9731886999999999,417762326,51.04399503857915,119.67463050029372
84.2911879979852,-80.4691197969941,54.7052,5.65,4.2410000000000005,5992.1,1.533086,261136679,50.39169785869341,117.5022962773674
223.34903154743802,19.1527965339506,86.69,6.00871,4.316,5258.0,0.572979068917,267365256,50.278328644043775,121.23616928452564
9.840856298161741,21.250476680475604,89.7891,5.88437,3.9989999999999997,5274.92,0.531926,434210589,50.14202069141925,120.8090545943173
346.466815835152,-35.853071660211,304.219,7.56,3.465,3676.32,0.041299800000000005,155315739,49.8608156891965,130.1687258374431
298.573938658426,-23.941073048559108,70.8873,6.22,4.043,4600.0,0.7988219,241967968,49.74551900401871,123.92552197228088
214.75291673926003,-25.815962727377702,54.0822,10.9095,4.51000022888184,6249.0,1.5476598174599998,1056634922,49.55397469493898,114.32481772835312
94.3172078926288,5.09997656380408,51.8027,5.71202,4.205,5928.24,1.643757,265361101,49.53643527163866,115.82560534709546
317.343162989256,-73.1732580242538,50.59,5.67,4.187,5294.0,1.6190200000000001,311430135,49.251091427004596,118.55379558113258
173.62285964018795,-32.8313389866025,104.78299999999999,5.96,4.022,5140.0,0.3699607,57611256,49.05856156320859,118.97372724315152
103.827777938636,25.3756955008069,57.2425,5.76238,4.293,5913.0,1.293243,80226651,48.58219927875228,113.66950294391924
133.149213869445,28.3308213614678,79.4274,5.95084,4.015,5250.0,0.6354025999999999,332064670,48.52595930248216,117.05581181701433
279.722506277489,-21.0518726441936,76.6355,5.85,4.227,5636.0,0.684496,1544160,47.85023527182181,113.34874562985118
11.4399706871129,-47.551985140552304,66.6937,5.8,4.298,5916.54,0.9233501000000001,80431620,47.821692988742605,111.87292661450027
165.8341,35.9699,392.4,7.49,3.5010000000000003,4070.0,0.023254925296900004,166646191,47.77117003319042,122.24763688362626
109.37303700000001,-46.979251,67.69,6.7,4.323,4945.0,0.8242465952429999,59605887,47.65719971151899,116.68944664643087
301.025920434902,17.070188165685803,56.4256,5.794,4.388,5940.0,1.27598,275240386,47.51682701366775,111.04690210648783
